sessionId,source,label,clickRatePerMin,repeatedClickCount,scrollCount,scrollDirectionChanges,avgPointerSpeed,keyPressCount,navigationCount,avgHesitationMs,maxHesitationMs,durationSec
"synthetic-medium-0173","synthetic","medium","16.59","2","8","4","464.04","28","1","1030.89","4875.17","122.04"
"synthetic-medium-0215","synthetic","medium","27.17","4","14","3","385.22","43","4","2138.78","4544.91","73.74"
"synthetic-low-0171","synthetic","low","9.64","1","8","0","482.48","21","1","678.41","1869.3","46.77"
"synthetic-low-0070","synthetic","low","10.58","0","3","1","480.4","22","0","531.86","1286.81","45.9"
"synthetic-medium-0044","synthetic","medium","26.02","1","9","7","206.31","31","4","1790.01","4061.07","136.66"
"synthetic-medium-0029","synthetic","medium","24.44","4","17","3","215.02","32","3","1692.31","3901.22","120.48"
"synthetic-high-0260","synthetic","high","47.56","10","16","9","86.08","102","5","3282.88","15245.51","149.35"
"synthetic-high-0001","synthetic","high","59.14","6","16","19","579.76","40","6","4291.34","13150.64","181.72"
"synthetic-medium-0004","synthetic","medium","16.5","4","14","2","510.02","69","3","1113.19","5076.67","93.57"
"synthetic-medium-0275","synthetic","medium","28.83","1","16","7","360.05","38","3","2390.25","2670.36","98.1"
"synthetic-low-0103","synthetic","low","8.03","1","1","1","701.03","19","0","282.49","2337.97","71.54"
"synthetic-low-0252","synthetic","low","15.98","0","3","1","700.72","7","0","415.94","906.22","45.46"
"synthetic-medium-0093","synthetic","medium","30.07","4","12","2","435.33","26","4","2241.32","5606.14","88.04"
"synthetic-high-0183","synthetic","high","32.14","6","28","9","448.11","107","5","4904.95","13064.93","146.28"
"synthetic-medium-0294","synthetic","medium","14.06","1","13","4","287.76","65","3","1119.83","3910.21","139.57"
"synthetic-medium-0200","synthetic","medium","17.63","4","14","2","299.64","29","2","1003.88","2554.72","82.5"
"synthetic-high-0178","synthetic","high","53.91","4","21","15","629.13","111","10","5437.54","10493.22","304.44"
"synthetic-medium-0166","synthetic","medium","27.82","2","11","4","350.98","41","4","1328.77","6427.41","138.2"
"synthetic-high-0081","synthetic","high","56.75","9","36","13","303.84","88","9","6660.57","9223.49","252.42"
"synthetic-high-0096","synthetic","high","47.18","6","40","13","271.41","90","8","5615.63","12116.81","204.58"
"synthetic-high-0158","synthetic","high","44.59","4","26","12","764.81","98","3","2879.51","12618.76","160.57"
"synthetic-low-0108","synthetic","low","11.4","1","3","0","447.77","13","1","890.63","2379.33","42.68"
"synthetic-high-0267","synthetic","high","53.71","6","18","19","890.56","62","4","5111.85","10019.15","277.78"
"synthetic-medium-0001","synthetic","medium","32.75","2","17","3","489.07","31","3","2107.61","6281.9","130.51"
"synthetic-medium-0084","synthetic","medium","18.52","4","14","7","484.9","24","2","1844.05","3487.26","115.52"
"synthetic-medium-0053","synthetic","medium","23.29","3","13","3","201.71","59","2","1639.71","6422.04","144.23"
"synthetic-high-0120","synthetic","high","43.69","8","23","9","330.55","65","9","3619.93","7555.99","193.9"
"synthetic-low-0040","synthetic","low","14.85","0","4","2","647.38","14","0","577.99","1175.2","31.17"
"synthetic-high-0194","synthetic","high","59.39","13","26","11","833.83","68","10","2705.66","8139.56","157.29"
"synthetic-low-0202","synthetic","low","11.69","0","6","1","667.68","12","1","699.23","2297.38","46.83"
"synthetic-low-0295","synthetic","low","5.17","0","7","0","358.42","21","0","357.37","1801.45","28.33"
"synthetic-medium-0033","synthetic","medium","19.18","3","7","6","344.35","21","2","1009","5891.63","124.27"
"synthetic-medium-0143","synthetic","medium","16.82","4","16","3","468.44","41","4","1779.79","3132.19","116.75"
"synthetic-medium-0164","synthetic","medium","24.52","1","13","3","411.21","23","2","1947.06","5170.59","104.56"
"synthetic-low-0293","synthetic","low","5.48","1","4","2","662.59","18","0","568.66","2230.31","29.64"
"synthetic-medium-0217","synthetic","medium","17.27","3","7","6","397.43","31","2","921.17","6282.27","97.91"
"synthetic-high-0170","synthetic","high","34.86","13","16","13","573.85","49","6","3680.8","12275.36","312.79"
"synthetic-high-0248","synthetic","high","29.46","4","37","20","233.12","93","9","3726","11489.45","328.02"
"synthetic-high-0203","synthetic","high","43.79","4","24","7","899.74","111","9","5063.71","13597.96","188.42"
"synthetic-medium-0138","synthetic","medium","18.41","3","17","7","397.18","65","2","1355.51","5884.4","147.7"
"synthetic-high-0169","synthetic","high","50.94","12","26","18","764.37","66","6","6907.37","7838.11","317.12"
"synthetic-low-0068","synthetic","low","14.37","1","5","1","669.92","30","0","803.2","2403.99","26.43"
"synthetic-medium-0292","synthetic","medium","32.19","3","16","5","231.93","56","3","2121.74","3895.07","147.41"
"synthetic-high-0062","synthetic","high","32.09","6","41","12","548.3","104","9","6471.91","11998.46","188.21"
"synthetic-medium-0067","synthetic","medium","26.71","4","17","2","209.6","65","4","2273.33","5852.91","104.06"
"synthetic-high-0293","synthetic","high","33.44","5","31","11","887.74","85","8","6594.51","7132.69","211.55"
"synthetic-low-0191","synthetic","low","8.71","0","8","1","708.53","7","1","345.49","1864.42","34.41"
"synthetic-medium-0228","synthetic","medium","16.84","3","8","5","445.89","64","1","1760.23","3312.03","147.54"
"synthetic-medium-0045","synthetic","medium","30.08","1","8","7","421.26","53","1","2100.64","3992.69","81.49"
"synthetic-high-0048","synthetic","high","55.4","6","40","7","817.52","61","3","6734.57","9650.48","238.01"
"synthetic-medium-0027","synthetic","medium","26.45","4","10","2","381.02","31","2","2087.28","5385.25","133.02"
"synthetic-low-0010","synthetic","low","12.5","0","1","1","359.65","17","1","619.83","1584.07","42.2"
"synthetic-low-0087","synthetic","low","9.37","0","5","2","472.54","23","1","608.52","2130.29","27.94"
"synthetic-high-0046","synthetic","high","48.78","4","42","18","624.17","70","6","2775.1","17900.19","242.45"
"synthetic-low-0239","synthetic","low","8.34","0","2","1","559.22","35","0","658.88","1574.11","63.68"
"synthetic-high-0070","synthetic","high","51.73","6","38","18","284.18","47","4","3387.93","7090.13","150.69"
"synthetic-high-0002","synthetic","high","53.66","12","43","10","887.25","90","6","6040.47","9709.85","188.73"
"synthetic-high-0244","synthetic","high","48.47","14","45","18","766.96","108","10","6464.55","16129.91","241.55"
"synthetic-high-0013","synthetic","high","55.34","4","43","17","770.8","47","9","5744.04","7332.73","199.14"
"synthetic-high-0233","synthetic","high","31.51","8","21","19","352.34","71","8","5927.69","12571.42","248.26"
"synthetic-low-0028","synthetic","low","5.39","1","3","0","579","25","0","834.61","2458.88","27.41"
"synthetic-medium-0139","synthetic","medium","26.59","4","12","7","253.23","21","2","2336.27","3164.35","117.72"
"synthetic-medium-0030","synthetic","medium","26.95","1","11","4","430.04","44","4","1923.32","5668.03","77.39"
"synthetic-medium-0080","synthetic","medium","24.12","4","18","7","335.79","31","4","1186.39","3357.84","92.69"
"synthetic-low-0095","synthetic","low","8.18","0","2","0","684.7","16","0","455.67","2396.76","44.84"
"synthetic-high-0163","synthetic","high","49.47","13","29","19","879.82","74","8","5825.02","10561.76","194.18"
"synthetic-high-0130","synthetic","high","36.97","9","17","18","463.1","100","8","4504.77","12149.99","216.24"
"synthetic-medium-0202","synthetic","medium","28.18","1","17","7","245.86","33","1","1862.04","5948.27","85.8"
"synthetic-low-0012","synthetic","low","9.19","1","3","2","624.86","30","0","547.06","1480.59","67.88"
"synthetic-low-0061","synthetic","low","5.94","1","3","2","694.77","10","0","281.33","1819.46","64.95"
"synthetic-medium-0281","synthetic","medium","14.24","2","13","3","375.41","40","2","2454.32","5214.65","127.14"
"synthetic-low-0232","synthetic","low","10.56","0","5","1","408.15","28","0","767.32","1392.19","69.21"
"synthetic-low-0234","synthetic","low","5.1","0","2","2","520.51","32","1","735.92","1053.32","40.6"
"synthetic-low-0287","synthetic","low","12.11","0","1","0","427.58","7","0","684.6","2484.05","52.78"
"synthetic-medium-0111","synthetic","medium","14.44","1","7","7","500.6","66","3","2454.62","5403.46","70.16"
"synthetic-low-0270","synthetic","low","12.11","0","4","1","671.99","27","0","699.7","1572.28","70.44"
"synthetic-low-0067","synthetic","low","6.45","1","5","1","719.23","20","0","526.43","1005.93","30.83"
"synthetic-low-0291","synthetic","low","11.23","1","7","2","373.88","21","0","377.94","1355.33","49.19"
"synthetic-medium-0283","synthetic","medium","32.9","4","9","7","403.86","45","3","2188","4725.21","103.91"
"synthetic-high-0024","synthetic","high","57.72","10","38","15","467.37","94","6","3374.72","15453.91","197.54"
"synthetic-medium-0021","synthetic","medium","28.64","3","8","7","366.26","57","2","1075.44","3673.74","100.94"
"synthetic-medium-0162","synthetic","medium","25.56","1","13","7","435.48","24","3","1165.5","4186.2","118.46"
"synthetic-medium-0097","synthetic","medium","22.42","3","18","4","267.15","43","1","1250.37","6053.72","137.93"
"synthetic-medium-0193","synthetic","medium","29.8","2","18","6","401.24","47","1","2170.1","5540.43","143.32"
"synthetic-medium-0122","synthetic","medium","32.8","3","6","5","527.43","52","1","1434.63","3217.34","93.9"
"synthetic-medium-0117","synthetic","medium","21.98","1","12","4","201.42","26","3","1642.35","5139.08","132.75"
"synthetic-low-0284","synthetic","low","7.73","1","3","1","625.93","17","0","778.68","1864.05","41.11"
"synthetic-high-0229","synthetic","high","58.94","6","23","12","517.41","86","8","5324.44","7637.9","194.51"
"synthetic-medium-0094","synthetic","medium","16.07","3","13","4","217.72","45","1","1012.25","2947.32","139.77"
"synthetic-medium-0259","synthetic","medium","28.98","3","6","2","508.42","37","1","982.35","2680.89","103.78"
"synthetic-medium-0147","synthetic","medium","24.5","1","9","2","251.14","70","1","922.02","2768.24","114.87"
"synthetic-low-0106","synthetic","low","11.06","0","4","0","728.21","9","0","371.31","1067.15","61.38"
"synthetic-medium-0203","synthetic","medium","24.73","2","17","5","541.58","21","4","1915.89","3488.51","93.46"
"synthetic-medium-0187","synthetic","medium","22.49","1","11","4","439.78","29","1","1938.62","4471.48","72.91"
"synthetic-medium-0109","synthetic","medium","28.52","1","17","4","528.56","57","1","2161.83","3292.77","91.02"
"synthetic-high-0144","synthetic","high","49","6","25","13","527","91","9","6880.13","16371.21","219.41"
"synthetic-low-0055","synthetic","low","6.15","1","7","1","496.58","21","1","378.45","951.93","60.25"
"synthetic-high-0044","synthetic","high","37.2","4","36","9","368","74","6","2956.98","16911.85","211.07"
"synthetic-medium-0007","synthetic","medium","26.81","2","13","3","416.48","41","1","2265.57","6112.32","140.53"
"synthetic-low-0143","synthetic","low","6.66","0","3","1","664.71","27","1","302.92","1357.07","69.97"
"synthetic-low-0016","synthetic","low","12.94","0","8","0","614.96","6","1","437.23","949.82","64.31"
"synthetic-high-0156","synthetic","high","41","6","18","17","730.45","64","10","3835.57","17799.34","177.41"
"synthetic-medium-0072","synthetic","medium","22.18","4","12","5","342.96","39","4","1179.63","2516.43","94.03"
"synthetic-medium-0062","synthetic","medium","22.47","4","16","6","379.45","67","3","2274.41","4342.77","132.14"
"synthetic-low-0006","synthetic","low","7.47","1","3","1","406.7","16","1","803.75","2205.37","30.2"
"synthetic-low-0255","synthetic","low","5.08","1","6","0","410.83","33","0","866.44","1954.13","27.33"
"synthetic-low-0024","synthetic","low","14.76","1","7","1","625.94","16","1","785.4","1437.99","72.02"
"synthetic-medium-0264","synthetic","medium","20.1","3","17","5","332.22","70","2","1882.16","5507.09","101.06"
"synthetic-high-0282","synthetic","high","50.27","9","19","17","822.51","100","3","6839.85","17801.49","294.14"
"synthetic-high-0086","synthetic","high","58.83","13","45","14","569.79","48","8","5583.6","16301.27","213.55"
"synthetic-medium-0154","synthetic","medium","20.03","1","13","7","326.48","60","3","1609.92","5902.49","116.75"
"synthetic-medium-0042","synthetic","medium","32.74","1","6","3","216.84","41","1","2492.52","5881.51","131.55"
"synthetic-high-0065","synthetic","high","52.7","8","34","16","370.06","95","3","6321.1","11041.83","193.22"
"synthetic-high-0191","synthetic","high","49.51","9","23","12","641.72","100","9","5232.9","9954.22","306.19"
"synthetic-medium-0120","synthetic","medium","29.67","2","9","3","289.44","43","2","2147.38","4974.77","139.5"
"synthetic-medium-0070","synthetic","medium","15.44","1","11","6","452.89","55","3","2251.36","4712.8","70.82"
"synthetic-high-0255","synthetic","high","45.75","10","25","20","548.73","66","8","5741.02","9701.47","232.18"
"synthetic-medium-0026","synthetic","medium","18.53","2","8","5","287.21","56","4","1521.52","3746.16","129.7"
"synthetic-low-0030","synthetic","low","13.86","1","3","1","379.98","25","0","466.71","2144.24","70.56"
"synthetic-high-0168","synthetic","high","53.55","8","24","14","360.82","85","4","5505.77","14871.49","308.81"
"synthetic-medium-0293","synthetic","medium","15.12","2","13","4","401.44","34","1","2411.55","2681.19","90.25"
"synthetic-high-0037","synthetic","high","28.43","4","20","8","882.28","48","5","4387.21","14327.7","282.76"
"synthetic-low-0150","synthetic","low","6.9","0","8","0","405.03","30","0","764.95","1518","61.6"
"synthetic-medium-0037","synthetic","medium","14.9","2","8","2","399.71","56","3","1500.22","3379.27","106.63"
"synthetic-low-0183","synthetic","low","15.41","0","6","2","404.22","9","0","499.87","2298.97","47.25"
"synthetic-low-0120","synthetic","low","5.59","1","5","2","701.8","7","0","307.45","2390.24","47.49"
"synthetic-medium-0170","synthetic","medium","16.23","2","15","3","509.59","48","2","2200.41","4299.76","94.23"
"synthetic-low-0149","synthetic","low","7.36","0","4","2","727.29","14","0","559.69","1390.03","29.73"
"synthetic-low-0151","synthetic","low","6.64","1","1","0","484.89","11","0","356.33","1074.9","41.31"
"synthetic-high-0286","synthetic","high","39.46","13","32","10","593.8","42","9","6380.27","16240.32","194.94"
"synthetic-high-0298","synthetic","high","30.87","4","21","19","678.25","74","10","4011.42","13348.24","184.2"
"synthetic-medium-0106","synthetic","medium","29.85","4","11","4","361.17","30","4","1450.01","4792.03","137.78"
"synthetic-high-0225","synthetic","high","50.59","7","33","12","390.94","62","9","3771.34","16982.04","280.6"
"synthetic-medium-0167","synthetic","medium","24.35","2","17","5","532.43","29","1","2023.51","4561.9","101.15"
"synthetic-medium-0047","synthetic","medium","23.32","2","11","4","299.24","60","4","1374.26","2769.15","87.63"
"synthetic-low-0126","synthetic","low","6.7","0","5","1","500.69","28","0","283.19","2093.89","42.22"
"synthetic-high-0281","synthetic","high","44.1","9","34","17","198.95","41","9","5454.96","9300.14","184.88"
"synthetic-medium-0078","synthetic","medium","24.83","4","6","4","296.38","24","3","2183.44","2701.9","124.31"
"synthetic-high-0154","synthetic","high","37.9","7","35","11","109.44","47","5","6038.37","12369.83","189.73"
"synthetic-medium-0267","synthetic","medium","17.68","1","7","4","255.8","60","3","2402.75","4563.88","80.02"
"synthetic-medium-0290","synthetic","medium","18.23","2","12","6","547.54","26","1","999.31","4199.73","114.63"
"synthetic-high-0145","synthetic","high","61.07","7","41","14","337.63","62","7","6804.23","8285.11","194.28"
"synthetic-medium-0077","synthetic","medium","32.5","1","12","7","477.68","39","4","2266.23","5282.97","127.99"
"synthetic-medium-0279","synthetic","medium","18.62","4","7","2","202.35","60","3","1089.44","4391.95","86.2"
"synthetic-high-0076","synthetic","high","40.3","7","23","17","839.42","80","9","6940.05","8796.52","237.68"
"synthetic-medium-0051","synthetic","medium","33.9","3","14","3","283.02","45","2","1350.05","2752.8","97.45"
"synthetic-medium-0012","synthetic","medium","23.13","1","8","2","280.3","50","2","2497.86","4917.2","123.57"
"synthetic-low-0038","synthetic","low","10.36","0","6","2","619.04","13","1","897.62","2492.47","49.13"
"synthetic-low-0077","synthetic","low","15.18","1","4","1","685.86","25","1","639.78","2441.69","72.6"
"synthetic-high-0055","synthetic","high","47.54","7","30","15","135.67","81","7","3769.1","16850.82","146.79"
"synthetic-high-0296","synthetic","high","60.44","11","17","20","804.89","67","6","4350.88","13549.23","234.73"
"synthetic-low-0180","synthetic","low","12.34","0","6","0","705.7","25","0","826.06","2110.89","45.21"
"synthetic-high-0259","synthetic","high","58.27","10","22","7","264.4","60","6","3872.04","7035.86","189.95"
"synthetic-high-0128","synthetic","high","61.85","11","37","13","775.29","100","4","4923.06","14568.62","191.78"
"synthetic-low-0051","synthetic","low","10.44","0","1","2","581.6","33","1","428.71","1125.03","56.1"
"synthetic-low-0279","synthetic","low","15.73","1","6","1","356.79","19","0","757.35","1667.92","40.42"
"synthetic-medium-0213","synthetic","medium","22.89","1","7","2","225.76","51","2","2087.8","4778.47","73.08"
"synthetic-high-0173","synthetic","high","59.41","14","44","11","356.39","70","10","3602.53","16680.43","265.92"
"synthetic-medium-0101","synthetic","medium","21.95","4","6","6","422.06","40","3","1136.68","6158.97","142.89"
"synthetic-high-0174","synthetic","high","50.06","9","31","7","452.58","60","3","5741.42","17429.02","158.29"
"synthetic-high-0235","synthetic","high","37.81","4","21","9","892.71","111","6","3814.48","15356.05","308.8"
"synthetic-medium-0189","synthetic","medium","24.58","1","18","4","244.02","26","4","1323.06","4078.45","92.48"
"synthetic-high-0009","synthetic","high","59.66","5","34","13","615.2","54","3","6278.15","13461.66","208.6"
"synthetic-high-0151","synthetic","high","29.95","7","31","15","869.55","44","7","6468.94","11561.17","229.4"
"synthetic-medium-0160","synthetic","medium","16.4","2","16","4","312.35","24","2","2156.94","3737.72","134.05"
"synthetic-low-0235","synthetic","low","12.93","0","6","2","659.68","33","1","362.26","1017.83","29.21"
"synthetic-medium-0065","synthetic","medium","25.79","4","9","2","228.56","45","3","1236.57","5730.45","83.47"
"synthetic-high-0177","synthetic","high","63.45","7","41","11","501.49","77","3","4985.73","15792.98","209.5"
"synthetic-medium-0098","synthetic","medium","30.79","1","9","4","505.57","52","3","1973.64","6212.89","86.31"
"synthetic-medium-0104","synthetic","medium","15.17","3","16","3","507.37","30","2","1531.48","5314.35","142.28"
"synthetic-low-0278","synthetic","low","13.47","1","1","2","645.9","19","0","454.98","1173.04","29.88"
"synthetic-medium-0152","synthetic","medium","30.67","1","10","6","257.59","26","4","1568.15","2678.68","104.5"
"synthetic-low-0153","synthetic","low","10.78","0","2","1","479.69","7","1","590.43","909.78","71.18"
"synthetic-high-0053","synthetic","high","47.62","11","43","16","439.32","53","10","5022.87","12765.26","207.85"
"synthetic-medium-0196","synthetic","medium","33.49","3","13","6","327.37","54","3","1615.09","5252.02","80.93"
"synthetic-medium-0194","synthetic","medium","25.36","4","17","5","504.43","26","3","1980.66","2848.5","121.52"
"synthetic-medium-0010","synthetic","medium","33.89","4","15","7","534.32","41","2","1496.13","4536.87","110.21"
"synthetic-medium-0181","synthetic","medium","15.64","3","7","3","295.12","39","3","2383.58","5232.47","86.99"
"synthetic-high-0277","synthetic","high","48.12","6","41","16","284.47","93","3","5032.96","12913.88","327.02"
"synthetic-high-0288","synthetic","high","53.4","9","39","19","516.94","117","8","2509.96","17451.09","274.59"
"synthetic-low-0122","synthetic","low","10.74","1","5","2","612.94","33","0","346.82","2087.72","26.01"
"synthetic-medium-0128","synthetic","medium","15.68","2","6","3","514.2","55","4","2009.19","6077.64","137.87"
"synthetic-low-0027","synthetic","low","13.72","0","4","2","502.2","8","1","582.08","2353.18","40.83"
"synthetic-high-0204","synthetic","high","60.32","13","21","17","705.13","95","8","6923.71","17784.91","199.51"
"synthetic-high-0010","synthetic","high","52.97","12","31","20","84.17","105","10","6157.51","12307.82","242.92"
"synthetic-low-0210","synthetic","low","14.88","0","4","0","409.62","10","1","842.66","1691.1","57.3"
"synthetic-high-0015","synthetic","high","63.86","12","44","17","700.79","86","6","3800.3","16963.14","187.6"
"synthetic-high-0265","synthetic","high","52.63","5","17","12","381.46","58","6","5319.12","13273.42","180.06"
"synthetic-medium-0148","synthetic","medium","22.12","2","7","4","270.49","51","3","1287.21","4902.95","94.25"
"synthetic-medium-0249","synthetic","medium","22.78","2","7","6","231.1","61","3","1565.64","3511.54","98.57"
"synthetic-low-0195","synthetic","low","11.95","0","6","0","668.28","17","1","895.86","2282.14","48.67"
"synthetic-low-0092","synthetic","low","5.35","0","5","0","546.09","31","1","842.98","1543.79","43.21"
"synthetic-low-0110","synthetic","low","10.03","1","4","2","444.21","9","0","531.86","1575.29","34.13"
"synthetic-high-0047","synthetic","high","53.98","11","21","8","573.35","58","5","2623.8","13566.15","192.02"
"synthetic-low-0271","synthetic","low","9.33","1","8","2","603.33","22","1","774.25","1544.62","66.08"
"synthetic-high-0261","synthetic","high","53.78","7","23","13","731.36","91","6","4483.51","10346.99","147.48"
"synthetic-low-0264","synthetic","low","5.76","1","4","0","742.28","17","1","689.84","2203.92","74.19"
"synthetic-high-0240","synthetic","high","59.55","12","22","19","182.1","66","8","4989.99","16263.65","161.83"
"synthetic-high-0005","synthetic","high","53.86","12","17","15","453.5","50","9","6823.05","14545.81","296.98"
"synthetic-medium-0076","synthetic","medium","16.67","2","9","6","388.99","24","2","2065.03","5142.72","91.1"
"synthetic-low-0178","synthetic","low","14.55","0","1","2","483.06","13","1","462.88","921.4","72.45"
"synthetic-medium-0178","synthetic","medium","23.28","1","7","7","238.71","50","3","1319.97","6431.58","80.39"
"synthetic-medium-0211","synthetic","medium","31.73","1","13","6","502.44","52","4","1347.5","3643.9","114.98"
"synthetic-medium-0049","synthetic","medium","19.62","2","12","7","224.31","29","1","1952.34","6377.71","92.73"
"synthetic-low-0205","synthetic","low","5.63","1","8","1","599.93","21","0","413.03","2074.84","51.48"
"synthetic-low-0093","synthetic","low","8.99","0","2","1","470.7","16","0","389.32","919.56","25.27"
"synthetic-medium-0018","synthetic","medium","23.47","2","6","2","485.22","66","4","1184.92","5689.32","140.2"
"synthetic-low-0242","synthetic","low","7.32","0","5","1","625.6","26","1","669.4","2262","68.38"
"synthetic-low-0281","synthetic","low","14.09","0","3","0","712.7","7","0","609.09","1874.81","35.25"
"synthetic-high-0213","synthetic","high","39.68","6","16","14","895.13","110","8","3860.78","13724.67","238.78"
"synthetic-low-0282","synthetic","low","14.76","0","8","0","525.03","7","1","417.05","1691.62","73.39"
"synthetic-medium-0261","synthetic","medium","24.47","4","14","2","515.82","68","3","1886.17","3856.6","78.5"
"synthetic-low-0053","synthetic","low","8.84","0","2","1","412.75","35","1","690.6","1314.68","73.22"
"synthetic-low-0060","synthetic","low","14.41","0","3","0","453.97","24","1","456.43","1027.55","26.36"
"synthetic-medium-0108","synthetic","medium","28.44","1","16","3","299.18","36","2","1660.58","2761.14","114.52"
"synthetic-medium-0214","synthetic","medium","18.07","2","13","7","473.58","48","1","1067.52","3811.26","71.11"
"synthetic-low-0131","synthetic","low","13.64","0","2","1","706.43","25","1","660.43","2005.7","36.1"
"synthetic-low-0249","synthetic","low","15.88","0","4","0","448.36","6","1","688.17","1617.47","54.81"
"synthetic-high-0087","synthetic","high","51.36","12","40","18","721.46","73","9","5518.42","12927.92","175.18"
"synthetic-high-0143","synthetic","high","59.55","8","35","10","838.51","108","9","4463.89","13467.92","230.97"
"synthetic-medium-0183","synthetic","medium","33.02","1","12","6","264.09","66","3","1104.38","2979.22","129.78"
"synthetic-low-0261","synthetic","low","10.78","1","4","0","466.28","26","1","361.98","1479.68","72.52"
"synthetic-low-0174","synthetic","low","10.48","1","1","0","580.36","23","0","632.49","1331.75","30.81"
"synthetic-low-0002","synthetic","low","7.92","1","1","2","371.28","24","0","437.66","1719.4","31.45"
"synthetic-low-0014","synthetic","low","14.6","1","5","0","605.73","7","0","560.59","1215.13","66.18"
"synthetic-high-0187","synthetic","high","44.21","11","21","14","401.07","112","5","6383.67","14536.18","309.42"
"synthetic-medium-0274","synthetic","medium","15.88","2","17","7","291.36","22","4","1026.65","3966.8","84.11"
"synthetic-low-0052","synthetic","low","14.6","1","1","1","511.52","34","1","300.1","1233.54","61.25"
"synthetic-high-0200","synthetic","high","39.04","11","28","10","385.09","40","4","3806.77","17478.67","314.66"
"synthetic-low-0054","synthetic","low","7.02","0","1","2","470.43","22","1","495.83","973.69","74.45"
"synthetic-medium-0287","synthetic","medium","25.75","2","6","3","354.42","70","4","1036.24","3915.33","145.22"
"synthetic-high-0201","synthetic","high","55.72","13","22","14","170.47","54","8","3689.05","15142.66","311.68"
"synthetic-high-0231","synthetic","high","52.75","12","24","8","891","69","10","2568.34","15835.18","303.56"
"synthetic-high-0280","synthetic","high","29.99","6","25","9","450.15","66","3","6812.15","16005.48","255.18"
"synthetic-medium-0091","synthetic","medium","31.85","3","7","6","349.09","60","4","1750.18","4444.94","88.14"
"synthetic-high-0152","synthetic","high","39.84","5","31","7","358.73","50","7","2752.32","11717.3","192.1"
"synthetic-high-0297","synthetic","high","46.99","11","40","7","772.33","48","9","3023.47","17560.7","247.72"
"synthetic-low-0288","synthetic","low","14.79","1","1","1","367.04","5","0","594.25","1974.27","50.37"
"synthetic-low-0097","synthetic","low","15.87","0","8","2","411.12","26","1","288.53","982.29","59.63"
"synthetic-high-0131","synthetic","high","57.24","14","16","20","294.03","107","8","6381.97","12629.9","174.3"
"synthetic-medium-0207","synthetic","medium","29.14","4","18","7","208.72","32","1","1554.6","4398.64","113.71"
"synthetic-high-0250","synthetic","high","42.07","10","30","18","573.41","99","7","6047.26","14302.87","213.29"
"synthetic-high-0262","synthetic","high","61.15","5","37","20","836.56","73","3","6923.68","13437.33","247.63"
"synthetic-low-0196","synthetic","low","10.5","1","5","0","478.17","13","0","286.71","1882.54","74.28"
"synthetic-low-0296","synthetic","low","9.53","1","6","0","489.02","35","0","848.87","1052.78","26.47"
"synthetic-high-0139","synthetic","high","36.79","5","33","12","180.52","52","4","6194.99","8586.62","242.86"
"synthetic-low-0224","synthetic","low","5.93","1","2","0","516.68","7","1","267.44","2010.22","40.03"
"synthetic-high-0164","synthetic","high","29.92","8","30","9","660.77","48","9","6427.19","12481.79","259.67"
"synthetic-high-0105","synthetic","high","57.65","13","41","20","719.18","57","4","3874.33","15710.06","279.91"
"synthetic-medium-0069","synthetic","medium","26.24","2","12","3","270.89","61","3","2237.82","4935.94","96.75"
"synthetic-medium-0013","synthetic","medium","25.26","3","16","4","290.07","57","3","1753.81","4134.35","108.09"
"synthetic-low-0078","synthetic","low","15.19","1","8","0","563.07","21","1","662.4","1541.19","72.16"
"synthetic-high-0289","synthetic","high","34.35","5","31","7","808.8","111","8","5539.14","15974.56","222.39"
"synthetic-low-0158","synthetic","low","7.53","1","5","1","373.03","24","1","555.16","2109.37","74.3"
"synthetic-high-0291","synthetic","high","59.57","10","27","20","702.09","112","8","5183.14","17400.69","289.81"
"synthetic-high-0101","synthetic","high","39.69","12","37","19","314.93","120","8","5386.37","11952.26","212.25"
"synthetic-high-0249","synthetic","high","42.63","5","37","13","697.23","110","4","6641.93","12441.93","304.36"
"synthetic-medium-0146","synthetic","medium","27.71","2","11","6","415.9","36","1","1697.94","5124.93","100.61"
"synthetic-high-0299","synthetic","high","53.85","9","17","20","101.12","111","9","3597.06","8681.62","312.97"
"synthetic-low-0220","synthetic","low","5.2","0","8","2","433.83","16","0","640.61","1862.76","48.63"
"synthetic-high-0097","synthetic","high","45.47","5","35","19","117.34","98","8","6115.7","13067.93","182.55"
"synthetic-medium-0064","synthetic","medium","30.95","1","18","3","475.18","35","3","1540.95","4806.52","134.43"
"synthetic-low-0289","synthetic","low","9.02","0","8","2","564.16","26","1","682.16","972.23","45.25"
"synthetic-low-0215","synthetic","low","10.8","0","3","0","508.65","25","1","837","1819.9","74.02"
"synthetic-high-0073","synthetic","high","44.24","5","39","15","728.61","107","6","6852.95","11789.23","184.27"
"synthetic-low-0268","synthetic","low","7.88","0","3","0","674.77","6","0","299.96","2002.57","34.08"
"synthetic-low-0164","synthetic","low","15.3","0","2","2","385.94","7","0","316.58","2077.39","46.63"
"synthetic-low-0121","synthetic","low","8.82","1","6","0","672.76","7","1","397.07","1173.95","60.71"
"synthetic-high-0004","synthetic","high","63.72","7","43","13","599.55","79","7","2907.32","16245.94","185.01"
"synthetic-high-0208","synthetic","high","36.81","8","24","10","670.67","51","4","5642.88","7209.06","207.56"
"synthetic-medium-0132","synthetic","medium","17.68","4","10","4","238.62","26","2","2122.29","2666.13","103.23"
